Name,years.appearing,count.male,count.female,prob.gender,obs.male
724,Acheron,3,17,0,Male,1
725,Achille,39,352,0,Male,1
726,Achilles,50,1333,0,Male,1
727,Achilleus,1,5,0,Male,1
728,Achillies,7,60,0,Male,1
729,Achintya,5,29,0,Male,1
730,Achol,5,0,34,Female,0
731,Achraf,1,5,0,Male,1
732,Achsa,2,0,12,Female,0
733,Achsah,12,0,69,Female,0
734,Achyut,6,37,0,Male,1
735,Achyuth,2,13,0,Male,1
736,Acia,1,0,6,Female,0
737,Aciano,1,5,0,Male,1
738,Acie,116,2001,34,Male,0.983292383292383
739,Acil,2,12,0,Male,1
740,Acire,10,0,58,Female,0
741,Ackeem,5,32,0,Male,1
742,Acob,1,5,0,Male,1
743,Acquanetta,26,0,254,Female,0
744,Acquanette,2,0,13,Female,0
745,Acsa,8,0,61,Female,0
746,Acura,4,0,26,Female,0
747,Acxel,14,185,0,Male,1
748,Acy,38,274,5,Male,0.982078853046595
749,Ad,12,73,0,Male,1
750,Ada,133,277,89931,Female,0.00307068109258602
751,Adabel,5,0,26,Female,0
752,Adabella,5,0,73,Female,0
753,Adabelle,24,0,218,Female,0
754,Adacia,1,0,5,Female,0
755,Adae,1,5,0,Male,1
756,Adael,8,114,0,Male,1
757,Adaelyn,1,0,6,Female,0
758,Adaeze,28,0,313,Female,0
759,Adah,115,0,2901,Female,0
760,Adahir,5,44,0,Male,1
761,Adahli,3,0,23,Female,0
762,Adahlia,5,0,38,Female,0
763,Adahy,1,6,0,Male,1
764,Adai,2,0,11,Female,0
765,Adaia,6,0,45,Female,0
766,Adaiah,17,22,140,Female,0.135802469135802
767,Adaija,6,0,34,Female,0
768,Adaijah,11,0,75,Female,0
769,Adain,13,266,0,Male,1
770,Adair,96,1233,1125,Female,0.522900763358779
771,Adaira,15,0,118,Female,0
772,Adaire,7,0,39,Female,0
773,Adairis,1,0,5,Female,0
774,Adaisha,15,0,119,Female,0
775,Adaisia,1,0,7,Female,0
776,Adaja,11,0,100,Female,0
777,Adajah,9,0,72,Female,0
778,Adaku,1,0,7,Female,0
779,Adal,16,301,0,Male,1
780,Adala,1,0,5,Female,0
781,Adalae,6,0,69,Female,0
782,Adalai,7,0,51,Female,0
783,Adalaide,13,0,129,Female,0
784,Adalay,8,0,65,Female,0
785,Adalaya,2,0,10,Female,0
786,Adalayde,1,0,7,Female,0
787,Adalbert,13,94,0,Male,1
788,Adalberto,93,4277,0,Male,1
789,Adale,1,0,5,Female,0
790,Adalea,4,0,29,Female,0
791,Adaleah,3,0,26,Female,0
792,Adalee,31,0,964,Female,0
793,Adaleen,4,0,27,Female,0
794,Adaleena,2,0,17,Female,0
795,Adalei,7,0,74,Female,0
796,Adaleigh,10,0,311,Female,0
797,Adaleine,1,0,6,Female,0
798,Adalen,2,0,12,Female,0
799,Adalena,10,0,178,Female,0
800,Adalene,40,0,375,Female,0
801,Adaley,6,0,85,Female,0
802,Adalhi,1,0,5,Female,0
803,Adali,19,24,294,Female,0.0754716981132075
804,Adalia,54,0,1156,Female,0
805,Adaliah,6,0,54,Female,0
806,Adalicia,2,0,10,Female,0
807,Adalid,15,99,11,Male,0.9
808,Adalida,5,0,32,Female,0
809,Adalie,19,0,640,Female,0
810,Adaliene,1,0,5,Female,0
811,Adalin,9,0,148,Female,0
812,Adalina,24,0,513,Female,0
813,Adalinda,2,0,10,Female,0
814,Adaline,124,0,3386,Female,0
815,Adalinn,1,0,6,Female,0
816,Adalis,18,0,148,Female,0
817,Adalisa,1,0,6,Female,0
818,Adalise,4,0,24,Female,0
819,Adalius,1,9,0,Male,1
820,Adaliz,19,0,196,Female,0
821,Adallyn,1,0,6,Female,0
822,Adaly,18,0,318,Female,0
823,Adalya,2,0,10,Female,0
824,Adalye,1,0,5,Female,0
825,Adalyn,33,0,6837,Female,0
826,Adalyna,3,0,24,Female,0
827,Adalyne,10,0,174,Female,0
828,Adalynn,17,0,4284,Female,0
829,Adalynne,8,0,233,Female,0
830,Adalys,4,0,21,Female,0
831,Adam,133,523494,2002,Male,0.996190265958257
832,Adama,36,255,394,Female,0.392912172573189
833,Adamae,14,0,83,Female,0
834,Adamari,15,0,1523,Female,0
835,Adamarie,13,0,99,Female,0
836,Adamaris,15,0,2544,Female,0
837,Adamariz,14,0,182,Female,0
838,Adamary,15,0,561,Female,0
839,Adamarys,15,0,190,Female,0
840,Adamina,2,0,12,Female,0
841,Adamm,1,6,0,Male,1
842,Adamma,1,0,5,Female,0
843,Adammichael,1,6,0,Male,1
844,Adamo,2,11,0,Male,1
845,Adams,72,965,0,Male,1
846,Adan,101,22172,68,Male,0.996942446043166
847,Adana,30,0,197,Female,0
848,Adaneli,2,0,11,Female,0
849,Adanelly,4,0,28,Female,0
850,Adanely,8,0,88,Female,0
851,Adanna,25,0,386,Female,0
852,Adannaya,1,0,5,Female,0
853,Adante,20,160,0,Male,1
854,Adanya,13,0,115,Female,0
855,Adaobi,6,0,35,Female,0
856,Adaora,14,0,128,Female,0
857,Adar,11,46,23,Female,0.666666666666667
858,Adara,30,0,1416,Female,0
859,Adarah,4,0,26,Female,0
860,Adari,1,5,0,Male,1
861,Adaria,11,0,92,Female,0
862,Adarian,19,173,0,Male,1
863,Adarien,3,15,0,Male,1
864,Adarion,4,31,0,Male,1
865,Adarious,4,24,0,Male,1
866,Adarius,31,1092,0,Male,1
867,Adarrius,14,97,0,Male,1
868,Adarryl,8,58,0,Male,1
869,Adarryll,3,29,0,Male,1
870,Adarsh,22,446,0,Male,1
871,Adaryl,2,10,0,Male,1
872,Adaryll,6,43,0,Male,1
873,Adasha,12,0,82,Female,0
874,Adashia,3,0,20,Female,0
875,Adasia,17,0,222,Female,0
876,Adason,2,5,5,Female,0.5
877,Adassa,3,0,18,Female,0
878,Adasyn,10,0,116,Female,0
879,Adaugo,6,0,36,Female,0
880,Adavia,1,0,5,Female,0
881,Adavion,3,16,0,Male,1
882,Adaya,16,0,479,Female,0
883,Adayah,12,0,100,Female,0
884,Adayla,5,0,29,Female,0
885,Adaysha,9,0,61,Female,0
886,Adayshia,3,0,19,Female,0
887,Adaysia,4,0,22,Female,0
888,Adbeel,1,5,0,Male,1
889,Adbiel,2,10,0,Male,1
890,Add,17,102,0,Male,1
891,Adda,72,0,923,Female,0
892,Addah,1,0,5,Female,0
893,Addai,2,16,0,Male,1
894,Addalee,6,0,73,Female,0
895,Addaleigh,2,0,18,Female,0
896,Addaley,2,0,14,Female,0
897,Addalie,6,0,48,Female,0
898,Addalina,1,0,5,Female,0
899,Addaline,6,0,38,Female,0
900,Addalyn,12,0,724,Female,0
901,Addalyne,2,0,15,Female,0
902,Addalynn,9,0,353,Female,0
903,Addalynne,2,0,22,Female,0
904,Addam,43,707,0,Male,1
905,Addan,3,21,0,Male,1
906,Addasyn,8,0,73,Female,0
907,Addelin,3,0,17,Female,0
908,Addelina,1,0,5,Female,0
909,Addeline,14,0,169,Female,0
910,Addell,3,0,16,Female,0
911,Addelyn,12,0,755,Female,0
912,Addelyne,1,0,5,Female,0
913,Addelynn,7,0,206,Female,0
914,Addelynne,2,0,11,Female,0
915,Adden,8,80,0,Male,1
916,Adderly,2,11,0,Male,1
917,Addeson,2,0,10,Female,0
918,Addesyn,3,0,18,Female,0
919,Addey,2,0,11,Female,0
920,Addi,22,0,267,Female,0
921,Addia,1,0,6,Female,0
922,Addicus,1,5,0,Male,1
923,Addicyn,4,0,24,Female,0
924,Addie,133,718,42879,Female,0.0164690230979196
925,Addiel,5,42,0,Male,1
926,Addielynn,1,0,5,Female,0
927,Addiemae,1,0,5,Female,0
928,Addieson,1,0,5,Female,0
929,Addilee,6,0,65,Female,0
930,Addileigh,3,0,17,Female,0
931,Addiley,1,0,10,Female,0
932,Addilyn,12,0,1592,Female,0
933,Addilyne,2,0,11,Female,0
934,Addilynn,9,0,648,Female,0
935,Addilynne,3,0,19,Female,0
936,Addine,3,0,22,Female,0
937,Addington,1,0,5,Female,0
938,Addis,54,342,141,Female,0.708074534161491
939,Addisan,2,0,16,Female,0
940,Addisen,18,6,906,Female,0.00657894736842105
941,Addisin,3,0,18,Female,0
942,Addison,133,12046,82730,Female,0.127099687684646
943,Addisson,7,0,77,Female,0
944,Addiston,1,0,5,Female,0
945,Addisun,1,0,6,Female,0
946,Addisyn,18,0,5309,Female,0
947,Addisynn,7,0,96,Female,0
948,Addle,1,0,5,Female,0
949,Addlee,1,0,5,Female,0
950,Addley,5,0,57,Female,0
951,Addlie,1,0,6,Female,0
952,Addonis,1,5,0,Male,1
953,Addriana,1,0,5,Female,0
954,Addrianna,3,0,15,Female,0
955,Addrienne,2,0,15,Female,0
956,Addsion,1,0,5,Female,0
957,Addy,39,16,925,Female,0.0170031880977683
958,Addylan,1,0,5,Female,0
959,Addylin,3,0,20,Female,0
960,Addylyn,2,0,10,Female,0
961,Addylynn,1,0,5,Female,0
962,Addysan,7,0,47,Female,0
963,Addysen,14,0,801,Female,0
964,Addysin,7,0,74,Female,0
965,Addysn,1,0,6,Female,0
966,Addyson,23,33,10810,Female,0.00304343816287005
967,Addysun,2,0,13,Female,0
968,Addysyn,7,0,78,Female,0
969,Ade,32,235,5,Male,0.979166666666667
970,Adea,11,0,66,Female,0
971,Adean,18,23,93,Male,0.198275862068966
972,Adeana,26,0,187,Female,0
973,Adeanna,1,0,5,Female,0
974,Adebayo,15,104,0,Male,1
975,Adebisi,2,0,10,Female,0
976,Adebola,7,10,29,Male,0.256410256410256
977,Adebowale,3,19,0,Male,1
978,Adedamola,12,78,0,Male,1
979,Adedayo,6,31,0,Male,1
980,Adedeji,8,43,0,Male,1
981,Adedotun,1,5,0,Male,1
982,Adedoyin,2,0,12,Female,0
983,Adee,1,0,6,Female,0
984,Adeeb,22,190,0,Male,1
985,Adeeba,2,0,11,Female,0
986,Adeel,30,270,0,Male,1
987,Adeem,1,5,0,Male,1
988,Adeen,1,5,0,Male,1
989,Adeena,29,0,262,Female,0
990,Adein,4,23,0,Male,1
991,Adeja,11,0,123,Female,0
992,Adejah,6,0,30,Female,0
993,Adekemi,1,0,5,Female,0
994,Adekunle,9,61,0,Male,1
995,Adel,112,1037,1221,Female,0.45925597874225
996,Adela,133,0,11447,Female,0
997,Adelade,4,0,34,Female,0
998,Adelae,7,0,91,Female,0
999,Adelai,9,0,105,Female,0
1000,Adelaid,1,0,5,Female,0
1001,Adelaida,115,0,2459,Female,0
1002,Adelaide,133,0,20387,Female,0
1003,Adelaido,37,221,0,Male,1
1004,Adelaina,1,0,6,Female,0
1005,Adelaine,26,0,239,Female,0
1006,Adelane,1,0,5,Female,0
1007,Adelard,42,488,0,Male,1
1008,Adelay,2,0,14,Female,0
1009,Adelayda,2,0,14,Female,0
1010,Adelayde,4,0,22,Female,0
1011,Adelayne,1,0,6,Female,0
1012,Adelbert,112,2374,0,Male,1
1013,Adele,133,11,37553,Female,0.000292833564050687
1014,Adelean,1,0,5,Female,0
1015,Adelee,6,0,46,Female,0
1016,Adelei,6,0,57,Female,0
1017,Adeleigh,5,0,59,Female,0
1018,Adeleine,12,0,144,Female,0
1019,Adeleke,1,5,0,Male,1
1020,Adelena,15,0,149,Female,0
1021,Adelene,77,0,998,Female,0
1022,Adeley,1,0,8,Female,0
1023,Adelfa,42,0,345,Female,0
1024,Adelfina,1,0,6,Female,0
1025,Adelfo,11,63,0,Male,1
1026,Adelheid,8,0,53,Female,0
1027,Adeli,7,0,38,Female,0
1028,Adelia,133,0,4620,Female,0
1029,Adelice,1,0,5,Female,0
1030,Adelicia,7,0,41,Female,0
1031,Adelie,10,0,241,Female,0
1032,Adelin,15,0,238,Female,0
1033,Adelina,129,0,7993,Female,0
1034,Adelinah,1,0,5,Female,0
1035,Adelind,1,0,6,Female,0
1036,Adeline,133,15,41820,Female,0.000358551452133381
1037,Adelino,8,53,0,Male,1
1038,Adelis,8,0,46,Female,0
1039,Adelisa,13,0,131,Female,0
1040,Adelise,5,0,54,Female,0
1041,Adelita,84,0,1593,Female,0
1042,Adeliz,9,0,69,Female,0
1043,Adell,126,1049,6107,Female,0.146590273896031
1044,Adella,133,0,5069,Female,0
1045,Adelle,127,0,4720,Female,0
1046,Adellia,1,0,5,Female,0
1047,Adellyn,4,0,30,Female,0
1048,Adellynn,1,0,6,Female,0
1049,Adelma,17,0,113,Female,0
1050,Adelmira,5,0,26,Female,0
1051,Adelmo,2,13,0,Male,1
1052,Adelore,1,5,0,Male,1
1053,Adelphia,2,0,11,Female,0
1054,Adely,11,0,74,Female,0
1055,Adelyn,67,0,6453,Female,0
1056,Adelyna,5,0,35,Female,0
1057,Adelyne,30,0,421,Female,0
1058,Adelynn,21,0,2875,Female,0
1059,Adelynne,11,0,255,Female,0
1060,Adelys,1,0,5,Female,0
1061,Adem,37,685,0,Male,1
1062,Ademide,1,9,0,Male,1
1063,Ademir,3,18,0,Male,1
1064,Ademola,17,105,0,Male,1
1065,Aden,102,14641,472,Male,0.968768609806127
1066,Adena,92,0,1615,Female,0
1067,Adene,7,0,44,Female,0
1068,Adenike,29,0,215,Female,0
1069,Adeniyi,4,20,0,Male,1
1070,Adenn,2,12,0,Male,1
1071,Adeola,33,19,297,Female,0.060126582278481
1072,Adeolu,2,10,0,Male,1
1073,Adeoluwa,5,30,0,Male,1
1074,Adeon,1,6,0,Male,1
1075,Ader,33,0,233,Female,0
1076,Adera,1,0,5,Female,0
1077,Aderemi,1,6,0,Male,1
1078,Aderinsola,1,0,5,Female,0
1079,Adero,1,0,5,Female,0
1080,Aderonke,4,0,23,Female,0
1081,Aderyn,5,0,29,Female,0
1082,Adesh,3,18,0,Male,1
1083,Adesha,1,0,5,Female,0
1084,Adesina,1,0,5,Female,0
1085,Adesola,3,0,16,Female,0
1086,Adessa,25,0,279,Female,0
1087,Adesuwa,13,0,83,Female,0
1088,Adetayo,2,12,0,Male,1
1089,Adetokunbo,14,84,5,Male,0.943820224719101
1090,Adetola,1,5,0,Male,1
1091,Adeva,1,0,5,Female,0
1092,Adewale,20,132,0,Male,1
1093,Adeyemi,17,102,0,Male,1
1094,Adeyinka,2,5,5,Female,0.5
1095,Adger,13,92,0,Male,1
1096,Adgie,2,5,7,Male,0.416666666666667
1097,Adham,29,564,0,Male,1
1098,Adharsh,3,16,0,Male,1
1099,Adhav,3,19,0,Male,1
1100,Adheesh,1,5,0,Male,1
1101,Adhem,2,11,0,Male,1
1102,Adhemar,5,36,0,Male,1
1103,Adhira,3,0,20,Female,0
1104,Adhithi,3,0,19,Female,0
1105,Adhithya,1,6,0,Male,1
1106,Adhitya,2,12,0,Male,1
1107,Adhley,1,0,7,Female,0
1108,Adhrit,4,73,0,Male,1
1109,Adhrith,1,5,0,Male,1
1110,Adhvaith,3,16,0,Male,1
1111,Adhvik,4,35,0,Male,1
1112,Adhya,10,0,129,Female,0
1113,Adi,36,430,624,Female,0.407969639468691
1114,Adia,43,0,2424,Female,0
1115,Adiah,14,0,114,Female,0
1116,Adiam,2,0,13,Female,0
1117,Adian,21,856,0,Male,1
1118,Adiana,20,0,252,Female,0
1119,Adianez,9,0,58,Female,0
1120,Adianna,16,0,174,Female,0
1121,Adib,24,180,0,Male,1
1122,Adiba,10,0,83,Female,0
1123,Adidas,3,16,0,Male,1
1124,Adie,25,16,142,Female,0.10126582278481
1125,Adiel,31,997,69,Male,0.935272045028143
1126,Adiela,1,0,7,Female,0
1127,Adiella,5,0,27,Female,0
1128,Adielle,1,0,5,Female,0
1129,Adien,10,282,0,Male,1
1130,Adijah,1,0,6,Female,0
1131,Adika,2,13,0,Male,1
1132,Adil,38,1037,0,Male,1
1133,Adila,3,0,19,Female,0
1134,Adilah,3,0,24,Female,0
1135,Adilee,7,0,103,Female,0
1136,Adilen,7,0,46,Female,0
1137,Adilena,1,0,6,Female,0
1138,Adilene,26,7,4265,Female,0.00163857677902622
1139,Adileni,7,0,39,Female,0
1140,Adilenne,18,0,116,Female,0
1141,Adileny,5,0,33,Female,0
1142,Adiley,1,0,5,Female,0
1143,Adilia,4,0,20,Female,0
1144,Adilson,8,44,0,Male,1
1145,Adilyn,12,0,821,Female,0
1146,Adilyne,3,0,22,Female,0
1147,Adilynn,11,0,695,Female,0
1148,Adilynne,6,0,51,Female,0
1149,Adin,60,2315,81,Male,0.966193656093489
1150,Adina,101,0,5496,Female,0
1151,Adinah,6,0,35,Female,0
1152,Adine,38,0,275,Female,0
1153,Adir,16,114,0,Male,1
1154,Adira,19,0,285,Female,0
1155,Adis,21,199,12,Male,0.943127962085308
1156,Adisa,21,64,83,Female,0.435374149659864
1157,Adisen,11,0,161,Female,0
1158,Adison,28,601,2725,Female,0.180697534576067
1159,Adisson,7,5,74,Female,0.0632911392405063
1160,Adisyn,15,0,845,Female,0
1161,Adisynn,5,0,48,Female,0
1162,Adisynne,6,0,50,Female,0
1163,Adit,18,223,0,Male,1
1164,Adith,11,71,0,Male,1
1165,Adithi,13,0,257,Female,0
1166,Adithya,17,427,0,Male,1
1167,Aditi,35,0,2394,Female,0
1168,Aditri,8,0,73,Female,0
1169,Aditya,34,3793,5,Male,0.998683517640864
1170,Adiv,4,20,0,Male,1
1171,Adiva,11,0,83,Female,0
1172,Adiya,11,0,99,Female,0
1173,Adiyah,5,0,29,Female,0
1174,Adiyan,1,9,0,Male,1
1175,Adja,13,0,131,Female,0
1176,Adji,1,0,5,Female,0
1177,Adjoa,14,0,87,Female,0
1178,Adjua,1,0,5,Female,0
1179,Adlai,43,437,41,Male,0.914225941422594
1180,Adlan,1,5,0,Male,1
1181,Adlar,1,5,0,Male,1
1182,Adlea,1,0,5,Female,0
1183,Adlean,20,0,137,Female,0
1184,Adlee,14,0,272,Female,0
1185,Adlei,1,0,7,Female,0
1186,Adleigh,10,0,360,Female,0
1187,Adlemi,3,0,16,Female,0
1188,Adlen,2,0,11,Female,0
1189,Adlena,8,0,47,Female,0
1190,Adlene,29,0,177,Female,0
1191,Adler,25,1100,93,Male,0.922045264040235
1192,Adley,32,266,759,Female,0.259512195121951
1193,Adlia,2,11,0,Male,1
1194,Adlie,2,0,15,Female,0
1195,Adlih,4,0,20,Female,0
1196,Adlin,7,0,36,Female,0
1197,Adlina,1,0,5,Female,0
1198,Adline,80,0,1177,Female,0
1199,Adly,2,0,13,Female,0
1200,Adlyn,12,0,83,Female,0
1201,Adlynn,4,0,34,Female,0
1202,Adma,4,23,0,Male,1
1203,Admir,19,172,0,Male,1
1204,Admiral,30,256,0,Male,1
1205,Admire,5,0,35,Female,0
1206,Adn,1,0,5,Female,0
1207,Adna,25,12,322,Female,0.0359281437125748
1208,Adnaan,5,30,0,Male,1
1209,Adnan,42,1776,0,Male,1
1210,Adnel,1,5,0,Male,1
1211,Adner,2,12,0,Male,1
1212,Adniel,1,5,0,Male,1
1213,Adnrea,1,0,5,Female,0
1214,Adnrew,6,39,0,Male,1
1215,Ado,4,26,0,Male,1
1216,Adolf,86,1394,0,Male,1
1217,Adolfo,118,14731,10,Male,0.999321619971508
1218,Adoline,2,0,11,Female,0
1219,Adolph,132,18689,20,Male,0.998930995777433
1220,Adolpha,1,0,5,Female,0
1221,Adolphe,28,295,0,Male,1
1222,Adolphine,3,0,18,Female,0
1223,Adolpho,38,227,0,Male,1
1224,Adolphus,128,4076,0,Male,1
1225,Adom,20,123,0,Male,1
1226,Adomas,1,6,0,Male,1
1227,Adon,32,543,0,Male,1
1228,Adona,5,0,28,Female,0
1229,Adonai,19,386,121,Female,0.761341222879684
1230,Adonay,21,251,0,Male,1
1231,Adoncia,1,0,5,Female,0
1232,Adones,1,5,0,Male,1
1233,Adoni,9,65,0,Male,1
1234,Adonia,37,0,287,Female,0
1235,Adoniah,3,17,7,Male,0.708333333333333
1236,Adonias,7,78,0,Male,1
1237,Adonica,47,0,381,Female,0
1238,Adonijah,20,266,26,Male,0.910958904109589
1239,Adoniram,4,21,0,Male,1
1240,Adonis,70,6182,71,Male,0.988645450183912
1241,Adoniz,1,5,0,Male,1
1242,Adonna,65,0,616,Female,0
1243,Adonnis,30,310,0,Male,1
1244,Adontae,1,7,0,Male,1
1245,Adonte,21,172,0,Male,1
1246,Adonus,11,70,0,Male,1
1247,Adony,2,11,0,Male,1
1248,Adonya,2,0,14,Female,0
1249,Adonys,17,133,0,Male,1
1250,Adora,79,0,1432,Female,0
1251,Adorabella,2,0,14,Female,0
1252,Adorah,2,0,10,Female,0
1253,Adore,8,13,71,Female,0.154761904761905
1254,Adoree,5,0,27,Female,0
1255,Adoria,13,0,84,Female,0
1256,Adorian,8,52,0,Male,1
1257,Adorion,1,6,0,Male,1
1258,Adorn,1,0,5,Female,0
1259,Adra,76,0,565,Female,0
1260,Adrain,102,4059,569,Female,0.877052722558341
1261,Adraine,29,5,222,Female,0.0220264317180617
1262,Adrainne,2,0,13,Female,0
1263,Adran,7,36,0,Male,1
1264,Adraya,2,0,11,Female,0
1265,Adre,1,6,0,Male,1
1266,Adrea,54,0,699,Female,0
1267,Adream,7,0,39,Female,0
1268,Adrean,52,669,410,Female,0.620018535681186
1269,Adreana,38,0,871,Female,0
1270,Adreann,1,0,7,Female,0
1271,Adreanna,34,0,1429,Female,0
1272,Adreanne,17,0,109,Female,0
1273,Adreauna,1,0,5,Female,0
1274,Adree,4,0,21,Female,0
1275,Adreena,12,0,92,Female,0
1276,Adreian,3,15,0,Male,1
1277,Adrein,8,51,0,Male,1
1278,Adreina,2,0,11,Female,0
1279,Adreinne,3,0,15,Female,0
1280,Adrell,1,5,0,Male,1
1281,Adren,43,330,0,Male,1
1282,Adrena,53,0,482,Female,0
1283,Adrene,8,0,46,Female,0
1284,Adreon,5,29,0,Male,1
1285,Adreona,15,0,106,Female,0
1286,Adreonna,18,0,171,Female,0
1287,Adrew,6,31,0,Male,1
1288,Adreyan,12,97,0,Male,1
1289,Adreyona,1,0,5,Female,0
1290,Adri,14,14,123,Female,0.102189781021898
1291,Adria,100,7,5661,Female,0.00123500352858151
1292,Adriaan,7,48,0,Male,1
1293,Adriah,7,0,47,Female,0
1294,Adriahna,11,0,69,Female,0
1295,Adrial,2,15,0,Male,1
1296,Adrialis,1,0,8,Female,0
1297,Adrialys,1,0,16,Female,0
1298,Adriam,1,5,0,Male,1
1299,Adrian,133,198457,14640,Male,0.931298892053853
1300,Adriana,105,386,79215,Female,0.00484918531174231
1301,Adrianah,16,0,196,Female,0
1302,Adriane,74,274,6023,Female,0.0435127838653327
1303,Adrianjames,2,11,0,Male,1
1304,Adriann,61,85,901,Female,0.0862068965517241
1305,Adrianna,96,18,38783,Female,0.000463905569444086
1306,Adriannah,18,0,244,Female,0
1307,Adrianne,93,31,12739,Female,0.00242756460454189
1308,Adrianno,1,8,0,Male,1
1309,Adrianny,2,0,11,Female,0
1310,Adriano,54,1677,0,Male,1
1311,Adrianpaul,1,7,0,Male,1
1312,Adriauna,20,0,222,Female,0
1313,Adriaunna,8,0,48,Female,0
1314,Adric,27,276,0,Male,1
1315,Adrick,15,122,0,Male,1
1316,Adrie,16,0,163,Female,0
1317,Adriean,3,18,0,Male,1
1318,Adrieana,18,0,121,Female,0
1319,Adrieanna,26,0,357,Female,0
1320,Adrieanne,3,0,16,Female,0
1321,Adriel,55,6078,559,Male,0.915775199638391
1322,Adriela,1,0,5,Female,0
1323,Adriell,4,31,0,Male,1
1324,Adriella,5,0,40,Female,0
1325,Adrielle,29,0,522,Female,0
1326,Adrien,107,6742,1310,Female,0.837307501241927
1327,Adriena,21,0,135,Female,0
1328,Adriene,68,61,2328,Female,0.0255336961071578
1329,Adrienn,5,7,27,Female,0.205882352941176
1330,Adrienna,50,0,754,Female,0
1331,Adrienne,126,370,65056,Female,0.00565524409256259
1332,Adriennie,1,0,5,Female,0
1333,Adrieonna,1,0,5,Female,0
1334,Adrihana,1,0,5,Female,0
1335,Adrihanna,3,0,22,Female,0
1336,Adrija,2,0,12,Female,0
1337,Adrijana,5,0,34,Female,0
1338,Adrik,16,290,0,Male,1
1339,Adrin,43,318,12,Male,0.963636363636364
1340,Adrina,55,0,1227,Female,0
1341,Adrine,12,5,64,Female,0.072463768115942
1342,Adrinna,5,0,28,Female,0
1343,Adrinne,10,0,66,Female,0
1344,Adrion,49,629,0,Male,1
1345,Adriona,22,0,281,Female,0
1346,Adrionna,24,0,780,Female,0
1347,Adris,1,5,0,Male,1
1348,Adrita,3,0,18,Female,0
1349,Adriunna,1,0,5,Female,0
1350,Adrius,2,11,0,Male,1
1351,Adriyan,4,26,0,Male,1
1352,Adriyana,13,0,133,Female,0
1353,Adriyanna,12,0,163,Female,0
1354,Adriyel,2,10,0,Male,1
1355,Adron,97,1082,0,Male,1
1356,Adry,1,0,5,Female,0
1357,Adryan,28,794,146,Female,0.84468085106383
1358,Adryana,21,0,432,Female,0
1359,Adryanah,1,0,5,Female,0
1360,Adryann,1,0,5,Female,0
1361,Adryanna,22,0,549,Female,0
1362,Adryauna,1,0,5,Female,0
1363,Adryel,6,41,0,Male,1
1364,Adryen,9,71,0,Male,1
1365,Adryn,3,15,6,Female,0.714285714285714
1366,Adryon,3,15,0,Male,1
1367,Adryonna,1,0,5,Female,0
1368,Adulfo,1,5,0,Male,1
1369,Adut,4,0,20,Female,0
1370,Advait,13,244,0,Male,1
1371,Advaita,2,0,12,Female,0
1372,Advaith,12,308,0,Male,1
1373,Advay,10,185,0,Male,1
1374,Advik,9,223,0,Male,1
1375,Advika,11,0,192,Female,0
1376,Advit,1,8,0,Male,1
1377,Advita,2,0,10,Female,0
1378,Advith,1,7,0,Male,1
1379,Adwin,6,38,0,Male,1
1380,Adwita,5,0,33,Female,0
1381,Adwoa,22,0,152,Female,0
1382,Ady,13,0,110,Female,0
1383,Adya,13,0,160,Female,0
1384,Adyan,10,169,0,Male,1
1385,Adyanna,2,0,11,Female,0
1386,Adyant,2,10,0,Male,1
1387,Adyen,6,47,0,Male,1
1388,Adylan,1,0,6,Female,0
1389,Adylee,1,0,12,Female,0
1390,Adylen,1,0,5,Female,0
1391,Adylene,20,0,208,Female,0
1392,Adylenne,1,0,5,Female,0
1393,Adylin,5,0,37,Female,0
1394,Adyline,4,0,45,Female,0
1395,Adylinn,1,0,5,Female,0
1396,Adylyn,1,0,6,Female,0
1397,Adylynn,1,0,7,Female,0
1398,Adyn,14,953,99,Male,0.905893536121673
1399,Adynn,6,44,12,Male,0.785714285714286
1400,Adysan,1,0,7,Female,0
1401,Adysen,14,0,602,Female,0
1402,Adysin,4,0,34,Female,0
1403,Adyson,19,28,3181,Female,0.00872545964474914
1404,Adysson,7,0,63,Female,0
1405,Adysyn,5,0,32,Female,0
1406,Aedan,23,2540,43,Male,0.983352690669764
1407,Aeddon,4,26,0,Male,1
1408,Aeden,15,766,7,Male,0.990944372574386
1409,Aedin,13,147,0,Male,1
1410,Aedon,11,120,0,Male,1
1411,Aedric,1,6,0,Male,1
1412,Aedyn,12,385,47,Male,0.891203703703704
1413,Aeiden,2,10,0,Male,1
1414,Aeisha,25,0,264,Female,0
1415,Aeja,8,0,48,Female,0
1416,Aela,7,0,88,Female,0
1417,Aelan,1,0,6,Female,0
1418,Aeleen,3,0,15,Female,0
1419,Aeliana,1,0,6,Female,0
1420,Aelicia,1,0,6,Female,0
1421,Aelisa,1,0,5,Female,0
1422,Aelish,1,0,5,Female,0
1423,Aelita,1,0,6,Female,0
1424,Aella,3,0,28,Female,0
1425,Aelred,5,28,0,Male,1
1426,Aelyn,10,0,81,Female,0
1427,Aelynn,1,0,6,Female,0
1428,Aemilia,7,0,59,Female,0
1429,Aemon,3,17,0,Male,1
1430,Aeneas,18,303,0,Male,1
1431,Aengus,11,84,0,Male,1
1432,Aeon,10,38,49,Female,0.436781609195402
1433,Aeona,1,0,7,Female,0
1434,Aeowyn,3,0,17,Female,0
1435,Aerabella,7,0,84,Female,0
1436,Aeralyn,6,0,45,Female,0
